City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Issa,RU,53.8705,44.8578,44.28,92,53,6.33,broken clouds
High Level,CA,58.5169,-117.136,59.11,58,40,8.05,scattered clouds
Barberino Di Mugello,IT,44.0027,11.2371,60.12,85,2,1.19,clear sky
Verkhnyaya Inta,RU,65.9811,60.3094,44.33,86,41,8.3,scattered clouds
Mosesgegh,AM,40.9057,45.4864,55.42,72,88,6.67,overcast clouds
Mao,ES,39.8885,4.2658,63.16,82,0,4.61,clear sky
Tessalit,ML,20.1986,1.0114,82.8,10,0,8.75,clear sky
Tongchuan,CN,35.0806,109.0897,55.08,56,100,0.47,overcast clouds
Telimele,GN,10.9167,-13.3333,75.25,81,32,2.84,scattered clouds
Luderitz,NA,-26.6481,15.1594,60.76,43,25,7.87,scattered clouds
Deputatskiy,RU,69.3,139.9,17.78,89,100,4.29,light snow
Worland,US,44.0169,-107.9554,70.95,33,20,8.99,few clouds
Yulara,AU,-25.2406,130.9889,64.24,68,75,11.5,broken clouds
Bubaque,GW,11.2833,-15.8333,78.71,82,65,15.99,broken clouds
Lexington,US,37.9887,-84.4777,67.95,85,0,4.61,clear sky
Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,74,75,8.01,broken clouds
Ledyard,US,41.4398,-72.0142,71.53,86,100,0.0,fog
Qaqortoq,GL,60.7167,-46.0333,31.66,79,93,3.44,overcast clouds
Kuching,MY,1.55,110.3333,77.22,94,20,1.14,few clouds
Kochi,IN,9.9399,76.2602,75.18,94,100,10.29,light rain
Villarrica,PY,-25.75,-56.4333,63.59,99,100,2.71,overcast clouds
Kaffrine,SN,14.1059,-15.5508,80.31,49,8,9.75,clear sky
Tartagal,AR,-22.5164,-63.8013,59.34,93,99,0.36,overcast clouds
Pevek,RU,69.7008,170.3133,31.37,95,100,11.12,overcast clouds
Zaykovo,RU,57.5613,62.7568,45.72,83,19,6.98,few clouds
Magadan,RU,59.5667,150.8,40.53,94,100,22.48,light rain
Vadamadurai,IN,10.4667,78.0833,77.47,83,100,0.98,overcast clouds
Baykit,RU,61.67,96.37,55.69,64,24,0.94,few clouds
Swan Hill,AU,-35.3378,143.5544,64.02,61,6,7.9,clear sky
Ishigaki,JP,24.3448,124.1572,77.13,94,75,11.5,broken clouds
Kalmunai,LK,7.4167,81.8167,79.14,80,100,6.51,overcast clouds
Shakiso,ET,5.75,38.9167,59.16,97,75,1.1,broken clouds
Eyl,SO,7.9803,49.8164,81.91,74,21,15.26,few clouds
Tura,IN,25.5198,90.2201,74.91,97,98,8.01,moderate rain
Codrington,AU,-38.2667,141.9667,61.07,72,53,19.44,broken clouds
Saint George,US,37.1041,-113.5841,96.64,6,0,4.61,clear sky
Natal,BR,-5.795,-35.2094,79.02,94,40,5.75,scattered clouds
Ozernovskiy,RU,51.5,156.5167,42.57,85,100,18.66,overcast clouds
Avera,US,33.194,-82.5271,77.38,57,52,0.87,broken clouds
Kenai,US,60.5544,-151.2583,56.03,35,0,20.71,clear sky
Prince Rupert,CA,54.3161,-130.3201,51.49,76,100,4.61,light rain
Ixtapa,MX,20.7,-105.2,80.22,69,75,8.05,broken clouds
Sobradinho,BR,-12.8333,-39.1,70.25,93,100,3.74,overcast clouds
Umtata,ZA,-31.5889,28.7844,54.07,92,100,0.34,overcast clouds
Druzhba,UA,52.0428,33.9453,44.71,95,54,8.19,broken clouds
Cordoba,AR,-31.4135,-64.1811,53.76,74,100,12.66,overcast clouds
Agadir,MA,30.4202,-9.5982,61.25,81,7,3.89,clear sky
Enumclaw,US,47.2043,-121.9915,66.9,57,49,5.01,scattered clouds
Segou,ML,13.4317,-6.2157,88.12,9,22,8.97,few clouds
Grand Gaube,MU,-20.0064,57.6608,75.6,78,22,4.0,few clouds
Takoradi,GH,4.8845,-1.7554,79.93,84,100,6.67,overcast clouds
Oranjemund,NA,-28.55,16.4333,53.76,83,0,8.86,clear sky
Albox,ES,37.3886,-2.1495,63.32,49,48,0.43,scattered clouds
Jodhpur,IN,26.2867,73.03,84.27,44,0,8.08,clear sky
Sangar,RU,63.9242,127.4739,32.49,53,70,0.38,broken clouds
Shelburne,CA,44.0787,-80.2041,70.56,84,35,8.08,scattered clouds
Marsa Matruh,EG,31.3525,27.2453,64.06,76,0,10.09,clear sky
Rafai,CF,4.95,23.9167,68.2,97,94,2.55,overcast clouds
Gallneukirchen,AT,48.3543,14.4127,55.63,76,4,3.31,clear sky
Nizwa,OM,22.9333,57.5333,75.52,34,0,1.77,clear sky
Isangel,VU,-19.55,169.2667,77.94,61,96,13.65,overcast clouds
Chebsara,RU,59.2002,38.8356,40.32,98,93,6.49,overcast clouds
Nuuk,GL,64.1835,-51.7216,25.41,93,100,10.36,light snow
Vestmanna,FO,62.1564,-7.1664,47.32,93,100,4.61,mist
Guane,CU,22.2025,-84.0875,79.57,64,57,6.93,broken clouds
Kununurra,AU,-15.7667,128.7333,84.18,65,0,4.61,clear sky
Severo-Yeniseyskiy,RU,60.3725,93.0408,53.53,66,66,1.28,broken clouds
Jitra,MY,6.2681,100.4217,80.49,94,20,3.44,few clouds
Karlskrona,SE,56.1616,15.5866,46.85,85,74,10.58,broken clouds
Hobyo,SO,5.3505,48.5268,80.38,82,31,24.23,scattered clouds
Nicoya,CR,10.1483,-85.452,82.09,77,95,3.56,overcast clouds
Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,60.26,84,97,4.43,overcast clouds
Okha,RU,53.5739,142.9478,33.82,99,100,16.28,light snow
Lake City,US,30.1897,-82.6393,78.78,65,100,8.05,overcast clouds
Northam,GB,51.0333,-4.2167,54.61,79,96,4.18,light rain
Torbay,CA,47.6666,-52.7314,33.58,89,40,8.01,scattered clouds
Joshimath,IN,30.5667,79.5667,64.78,51,27,4.25,scattered clouds
Vanimo,PG,-2.6741,141.3028,84.33,69,75,4.59,broken clouds
Atar,MR,20.5169,-13.0499,91.49,12,80,7.52,broken clouds
Ketchikan,US,55.3422,-131.6461,52.27,66,40,10.36,scattered clouds
Iqaluit,CA,63.7506,-68.5145,22.73,74,75,20.71,broken clouds
Homer,US,59.6425,-151.5483,53.76,56,40,8.05,scattered clouds
Gorontalo,ID,0.5412,123.0595,79.74,88,98,1.86,overcast clouds
Palaia Fokaia,GR,37.72,23.9463,68.76,71,54,2.44,broken clouds
Laguna,US,38.421,-121.4238,92.28,20,0,14.97,clear sky
Alyangula,AU,-13.8483,136.4192,79.14,52,44,3.29,scattered clouds
Prabumulih,ID,-3.45,104.25,74.97,92,55,2.37,broken clouds
Nacala,MZ,-14.5428,40.6728,67.69,95,6,6.53,clear sky
Mama,RU,58.3106,112.8986,51.78,77,48,1.5,scattered clouds
Payakumbuh,ID,-0.2202,100.6308,73.44,96,55,1.34,broken clouds
Harper,LR,4.375,-7.7169,77.67,86,99,3.18,overcast clouds
Haines Junction,CA,60.7522,-137.5108,40.95,70,100,6.91,overcast clouds
Moussoro,TD,13.6408,16.4901,87.08,18,86,8.23,overcast clouds
Kamenka,RU,51.3223,42.7678,49.8,95,96,5.17,overcast clouds
Fare,PF,-16.7,-151.0167,80.71,72,1,12.8,light rain
Port Macquarie,AU,-31.4333,152.9167,72.12,83,62,6.8,broken clouds
Tiznit,MA,29.5833,-9.5,67.41,62,81,1.92,broken clouds
Katsuura,JP,35.1333,140.3,61.97,79,100,23.47,overcast clouds
Ouadda,CF,8.0777,22.4007,68.74,94,100,1.95,overcast clouds
Yining,CN,29.0361,114.5636,57.09,92,100,1.48,overcast clouds
Paciran,ID,-6.8767,112.3761,81.27,84,100,5.68,overcast clouds
Belmonte,BR,-15.8631,-38.8828,74.66,87,98,10.04,overcast clouds
Ginir,ET,7.1333,40.7,55.69,86,15,5.28,few clouds
Bangaon,IN,23.0667,88.8167,83.23,84,100,12.95,overcast clouds
Resistencia,AR,-27.4606,-58.9839,63.09,83,0,5.75,clear sky
Palana,RU,59.1167,159.9667,40.59,84,98,8.59,overcast clouds
Wajima,JP,37.4,136.9,61.48,63,75,5.75,broken clouds
Khabary,RU,53.6259,79.5345,60.39,78,95,4.12,light rain
Taltal,CL,-25.4,-70.4833,61.56,76,18,4.59,few clouds
Odate,JP,40.2686,140.5683,53.74,71,75,18.41,broken clouds
Urumqi,CN,43.801,87.6005,63.55,22,52,6.71,broken clouds
Yar-Sale,RU,66.8333,70.8333,35.65,100,100,6.96,overcast clouds
Cartagena Del Chaira,CO,1.3349,-74.8429,71.47,97,98,1.54,overcast clouds
Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.4,86,64,8.63,broken clouds
Bathsheba,BB,13.2167,-59.5167,81.21,74,40,17.27,scattered clouds
Gilbues,BR,-9.8317,-45.3439,79.16,50,100,3.65,overcast clouds
Lulea,SE,65.5842,22.1547,42.87,87,75,1.14,broken clouds
Wattegama,LK,6.7989,81.4808,75.43,88,100,7.45,overcast clouds
Marabba,SD,12.35,32.1833,89.91,41,78,3.89,broken clouds
Itarema,BR,-2.9248,-39.9167,78.42,86,89,12.1,overcast clouds
Svetlyy,RU,54.675,20.1347,50.05,82,94,15.52,overcast clouds
Hinton,CA,53.4001,-117.5857,55.17,29,100,4.68,overcast clouds
Mountain Home,US,43.133,-115.6912,69.28,35,0,12.66,clear sky
Teya,RU,60.3778,92.6267,55.09,71,68,1.36,broken clouds
Buta,CD,2.7858,24.73,70.23,96,93,0.58,overcast clouds
Mogocha,RU,53.7333,119.7667,43.59,44,90,3.67,overcast clouds
Messina,IT,38.1933,15.5497,67.19,55,0,11.5,clear sky
Lundazi,ZM,-12.2929,33.1782,55.92,76,0,5.37,clear sky
Ashbourne,IE,53.5108,-6.4272,51.31,93,75,6.91,mist
Porbandar,IN,21.6422,69.6093,82.47,82,1,14.79,clear sky
Annau,TM,37.8876,58.516,60.3,51,0,4.61,clear sky
Clonakilty,IE,51.6231,-8.8706,51.01,85,93,3.04,overcast clouds
Esso,RU,55.9333,158.7,39.58,100,100,10.2,overcast clouds
Pontian Kecil,MY,1.4801,103.3899,79.12,87,44,4.27,scattered clouds
Eureka,US,40.8021,-124.1637,72.68,76,99,5.1,overcast clouds
Pervomayskoye,RU,43.919,46.7102,56.03,66,56,6.78,broken clouds
Banamba,ML,13.55,-7.45,86.68,11,53,9.84,broken clouds
Uaua,BR,-9.8414,-39.4817,76.86,67,100,15.5,overcast clouds
Hami,CN,42.8,93.45,63.63,9,41,11.52,scattered clouds
Carutapera,BR,-1.195,-46.02,77.38,91,100,6.8,light rain
Ploemeur,FR,47.7333,-3.4333,64.85,86,0,6.91,clear sky
Nabire,ID,-3.3667,135.4833,82.71,70,91,1.41,overcast clouds
Vardo,NO,70.3705,31.1107,37.38,93,100,4.61,overcast clouds
Husavik,IS,66.0449,-17.3389,37.96,83,76,9.55,broken clouds
Luanda,AO,-8.8368,13.2343,74.86,90,26,8.63,scattered clouds
Zhezkazgan,KZ,47.8043,67.7144,54.45,69,19,8.21,few clouds
Falun,SE,60.6036,15.626,40.95,79,31,5.19,scattered clouds
Cape Girardeau,US,37.3834,-89.7168,83.79,84,22,17.34,few clouds
Nome,US,64.5011,-165.4064,35.67,69,100,9.22,overcast clouds
Mehamn,NO,71.0357,27.8492,33.71,92,79,6.8,broken clouds
Sayat,TM,38.7839,63.8803,58.87,30,1,9.35,clear sky
Vigrestad,NO,58.5667,5.7,48.96,92,77,8.57,broken clouds
Premnitz,DE,52.5333,12.3333,51.1,92,3,3.49,clear sky
Medvedok,RU,57.3891,50.0351,41.99,95,60,5.86,broken clouds
Bella Union,UY,-30.2752,-57.6007,57.06,89,37,8.84,scattered clouds
Llanes,ES,43.4198,-4.7549,64.0,80,82,3.15,broken clouds
Angoram,PG,-4.0625,144.0661,87.12,63,89,1.92,overcast clouds
Guarapuava,BR,-25.3953,-51.4581,54.99,100,100,0.94,overcast clouds
Cedar City,US,37.6775,-113.0619,79.77,10,0,10.36,clear sky
Okato,NZ,-39.2,173.8833,64.18,97,100,5.99,light rain
Otorohanga,NZ,-38.1833,175.2,68.18,97,100,7.0,moderate rain
Metro,ID,-5.1131,105.3067,77.36,85,74,3.11,broken clouds
Margate,GB,51.3813,1.3862,53.69,87,80,1.01,broken clouds
Harboore,DK,56.6175,8.1807,47.08,89,12,11.01,few clouds
San Rafael,AR,-34.6177,-68.3301,50.92,33,98,4.85,overcast clouds
Pangoa,PE,-12.1167,-73.0,72.99,78,26,2.55,scattered clouds
Tungor,RU,53.3808,142.9564,33.42,100,100,13.8,light snow
Sirjan,IR,29.452,55.6814,56.84,38,0,14.03,clear sky
Trelew,AR,-43.249,-65.3051,48.85,42,0,13.44,clear sky
Taoudenni,ML,22.6783,-3.9836,83.95,9,7,11.56,clear sky
Purpe,RU,64.4803,76.6897,52.29,86,99,10.65,overcast clouds
Ndele,CF,8.4109,20.6473,73.24,85,100,2.28,overcast clouds
Lata,PT,40.1629,-8.3327,58.35,94,13,4.45,few clouds
Gourdon,FR,44.75,1.5,60.87,75,100,1.9,overcast clouds
Dodge City,US,37.7528,-100.0171,84.45,47,75,14.97,broken clouds
Sinnamary,GF,5.3833,-52.95,78.35,90,100,8.57,overcast clouds
Hokitika,NZ,-42.7167,170.9667,59.58,92,100,3.67,overcast clouds
Huayucachi,PE,-12.1333,-75.2333,54.27,74,70,3.18,broken clouds
Khandyga,RU,62.6667,135.6,39.16,82,96,3.67,overcast clouds
Klyuchi,RU,52.2667,79.1667,62.17,68,99,7.05,overcast clouds
Birzai,LT,56.2,24.75,42.75,97,90,7.07,overcast clouds
Longyearbyen,SJ,78.2186,15.6401,18.7,92,49,3.67,scattered clouds
Andenes,NO,69.3143,16.1194,39.18,87,75,6.91,broken clouds
Necochea,AR,-38.5473,-58.7368,51.42,69,32,12.26,scattered clouds
Raudeberg,NO,61.9875,5.1352,44.87,90,100,9.66,overcast clouds
Ankola,IN,14.6667,74.3,81.25,82,99,7.07,overcast clouds
Kropotkin,RU,45.4375,40.5756,51.01,71,62,7.56,broken clouds
Kismayo,SO,-0.3582,42.5454,79.21,82,77,12.24,broken clouds
Manama,BH,26.2154,50.5832,82.35,59,0,19.57,clear sky
Douglas,US,41.3,-96.167,80.42,30,0,17.27,clear sky
Arlit,NE,18.7369,7.3853,86.31,14,54,10.38,broken clouds
Timra,SE,62.487,17.3257,42.48,70,26,8.05,scattered clouds
Mikuni,JP,36.2171,136.1519,58.91,54,100,3.33,overcast clouds
Namibe,AO,-15.1961,12.1522,71.26,67,0,2.33,clear sky
Sterling,US,39.0062,-77.4286,69.8,90,75,4.61,broken clouds
Chiang Klang,TH,19.2938,100.8617,78.15,91,93,1.25,overcast clouds
Mana,GF,5.6592,-53.7767,78.12,91,100,8.16,overcast clouds
Nuoro,IT,40.3211,9.3297,54.1,47,45,2.64,scattered clouds
Nelson Bay,AU,-32.7167,152.15,72.1,85,76,1.01,broken clouds
Cam Ranh,VN,11.9214,109.1591,84.16,74,20,1.14,few clouds
Plovdiv,BG,42.15,24.75,66.27,77,20,8.05,few clouds
Roma,US,43.2128,-75.4557,73.54,82,100,9.22,overcast clouds
Madison Heights,US,42.4859,-83.1052,73.96,62,0,4.61,clear sky
Almaznyy,RU,48.0448,40.045,52.18,97,79,7.49,broken clouds
Ambon,ID,-3.6954,128.1814,86.14,70,40,5.75,scattered clouds
Porto Novo,BJ,6.4965,2.6036,82.22,83,64,5.35,broken clouds
Ostrovnoy,RU,68.0531,39.5131,36.52,78,68,4.85,broken clouds
Manta,EC,-0.95,-80.7333,76.78,83,100,9.22,overcast clouds
Namatanai,PG,-3.6667,152.4333,84.94,62,24,4.36,few clouds
Salinas,US,36.6777,-121.6555,89.56,53,0,12.66,clear sky
Hailar,CN,49.2,119.7,51.37,36,54,13.91,broken clouds
Manto,HN,14.9167,-86.3833,79.05,41,5,4.52,clear sky
Griffith,US,41.5284,-87.4237,82.06,48,0,3.44,clear sky
Qiongshan,CN,20.0058,110.3542,80.58,94,20,4.47,few clouds
Bijie,CN,27.3125,105.2942,48.97,93,100,3.49,overcast clouds
Akureyri,IS,65.6835,-18.0878,44.53,61,40,3.44,scattered clouds
Hadejia,NG,12.4498,10.0444,85.46,17,14,4.59,few clouds
Santa Fe Do Sul,BR,-20.2111,-50.9258,69.3,76,24,3.62,few clouds
Ulagan,RU,50.6321,87.9563,51.51,50,40,1.52,scattered clouds
Hamilton,US,39.1834,-84.5333,67.57,92,75,12.66,thunderstorm
Kurilsk,RU,45.2333,147.8833,46.08,72,76,11.9,broken clouds
Amurzet,RU,47.6967,131.0981,50.67,63,99,12.71,overcast clouds
Axim,GH,4.8699,-2.2405,79.88,85,96,6.04,overcast clouds
Buzmeyin,TM,38.0507,58.2056,60.53,51,0,4.61,clear sky
Villa Sandino,NI,12.0483,-84.9936,83.37,62,88,12.01,overcast clouds
Lagunas,PE,-5.2269,-75.6753,74.79,97,65,2.06,broken clouds
Kambove,CD,-10.8764,26.5969,54.43,79,4,4.83,clear sky
Norden,DE,53.6,7.2,49.95,88,36,3.06,scattered clouds
Abong Mbang,CM,3.9833,13.1833,67.51,99,60,2.46,broken clouds
Najran,SA,17.4924,44.1277,70.45,18,56,3.51,broken clouds
Kem,RU,64.9555,34.5793,38.19,95,100,5.44,overcast clouds
Aden,YE,12.7794,45.0367,88.21,43,7,5.23,clear sky
Romanovka,RU,51.7443,42.7527,50.16,94,86,7.81,light rain
Sibolga,ID,1.7427,98.7792,78.37,84,95,2.98,overcast clouds
Santa Maria,BR,-29.6842,-53.8069,60.1,100,100,3.44,mist
Wanning,CN,18.8003,110.3967,81.55,86,54,5.99,broken clouds
Zhangjiakou,CN,40.81,114.8794,55.83,24,4,5.73,clear sky
Road Town,VG,18.4167,-64.6167,80.64,74,40,12.66,scattered clouds
Zomin,UZ,39.9606,68.3958,53.76,77,53,0.69,broken clouds
Paramonga,PE,-10.6667,-77.8333,64.9,82,22,7.96,few clouds
Vostok,RU,46.4856,135.8833,43.99,69,77,12.71,broken clouds
Nemuro,JP,43.3236,145.575,45.66,79,99,13.29,overcast clouds
Ahipara,NZ,-35.1667,173.1667,66.92,73,65,11.27,broken clouds
Sambava,MG,-14.2667,50.1667,73.81,75,18,13.06,few clouds
Mendi,PG,-6.1761,143.6513,65.12,79,69,2.84,broken clouds
Masakin,TN,35.7292,10.5808,66.4,77,0,2.3,clear sky
Genhe,CN,50.7833,121.5167,42.33,36,70,11.36,broken clouds
Fayaoue,NC,-20.65,166.5333,77.18,69,69,15.23,broken clouds
Doha,QA,25.2867,51.5333,84.18,40,0,13.8,clear sky
Tarko-Sale,RU,64.9225,77.785,52.84,80,63,10.83,broken clouds
Marrakesh,MA,31.6315,-8.0083,66.27,63,0,6.91,clear sky
Sidi Ali,DZ,36.0998,0.4206,72.91,54,49,2.01,scattered clouds
Bilibino,RU,68.0546,166.4372,35.15,100,100,7.29,light snow
Albanel,CA,48.8832,-72.4487,71.58,56,94,4.61,overcast clouds
Arezzo,IT,43.4724,11.869,60.35,82,2,1.57,clear sky
Maryborough,AU,-25.5333,152.7,78.12,78,82,2.66,broken clouds
Conde,BR,-7.2597,-34.9075,76.46,100,75,6.91,broken clouds
Torit,SS,4.4133,32.5678,75.2,62,16,3.78,few clouds
Riyadh,SA,24.6877,46.7219,75.34,12,0,13.33,clear sky
Cap Malheureux,MU,-19.9842,57.6142,71.47,78,14,3.0,few clouds
Sechura,PE,-5.5569,-80.8222,70.11,70,76,16.96,broken clouds
Tavda,RU,58.0425,65.2726,45.84,79,39,7.52,scattered clouds
Cairns,AU,-16.9167,145.7667,83.1,74,68,4.61,broken clouds
Gat,IL,31.61,34.7642,74.08,87,59,7.16,broken clouds
Sevierville,US,35.8681,-83.5618,74.84,84,74,4.41,broken clouds
Saint-Paul,RE,-21.0096,55.2707,69.91,77,14,3.29,few clouds
Golkoy,TR,40.6875,37.6178,44.01,70,40,2.95,scattered clouds
San Vicente,AR,-26.6167,-54.1333,58.21,100,100,1.36,overcast clouds
Kanevskaya,RU,46.0849,38.9596,51.48,66,21,11.07,few clouds
Sao Domingos Do Prata,BR,-19.865,-42.9683,64.18,85,38,1.59,scattered clouds
Elizabeth City,US,36.2946,-76.2511,71.62,88,20,5.75,light rain
Grand Baie,MU,-20.0182,57.5802,75.67,78,12,3.0,few clouds
Viedma,AR,-40.8135,-62.9967,50.05,58,6,14.12,clear sky
Ambulu,ID,-8.345,113.6058,78.73,84,25,2.28,scattered clouds
Kanbe,MM,16.7053,96.0017,78.85,82,79,4.27,broken clouds
Hengshui,CN,37.7322,115.7011,66.34,28,4,5.77,clear sky
Shentala,RU,54.45,51.4833,43.65,93,43,6.44,scattered clouds
Havelock,US,34.8791,-76.9013,73.38,91,20,8.05,few clouds
Salvador,SV,13.8333,-88.9167,78.84,57,74,4.18,broken clouds
Svetlogorsk,BY,52.6333,29.7333,45.97,95,40,9.51,scattered clouds
Mackay,AU,-21.15,149.2,82.69,78,7,4.63,clear sky
Fort Nelson,CA,58.8053,-122.7002,47.79,71,75,9.22,broken clouds
Salalah,OM,17.0151,54.0924,82.49,61,0,2.3,clear sky
Ambilobe,MG,-13.2,49.05,66.88,89,0,3.85,clear sky
Venancio Aires,BR,-29.6064,-52.1919,64.26,99,100,0.45,overcast clouds
Stornoway,GB,58.2093,-6.3865,48.92,93,75,5.75,broken clouds
Caravelas,BR,-17.7125,-39.2481,74.23,74,100,7.72,overcast clouds
Redding,US,40.5865,-122.3917,85.23,32,0,4.61,clear sky
Betare Oya,CM,5.6,14.0833,69.04,83,83,0.29,broken clouds
Juba,SS,4.8517,31.5825,76.68,58,10,2.04,clear sky
Sale,MA,34.0389,-6.8166,63.75,94,48,0.0,scattered clouds
Banda Aceh,ID,5.5577,95.3222,81.27,82,58,4.68,broken clouds
Charlestown,AU,-32.95,151.6667,71.85,91,95,1.99,overcast clouds
Kemijarvi,FI,66.7131,27.4306,43.88,83,100,0.56,overcast clouds
Lagos,NG,6.5833,3.75,78.6,88,16,3.44,few clouds
Arnprior,CA,45.4334,-76.3494,76.14,85,47,2.44,scattered clouds
Port-Cartier,CA,50.0334,-66.8654,50.22,74,73,1.36,broken clouds
Ola,RU,59.5833,151.2833,41.14,92,100,21.5,light rain
Garliava,LT,54.8167,23.8667,48.67,80,99,11.48,overcast clouds
Port Hedland,AU,-20.3167,118.5667,75.25,41,1,18.41,clear sky
Da Nang,VN,16.0678,108.2208,80.58,89,40,2.3,scattered clouds
Along,IN,28.1667,94.7667,70.77,97,100,0.29,overcast clouds
Baneh,IR,35.9975,45.8853,52.54,42,1,4.03,clear sky
Springdale,US,36.1867,-94.1288,85.91,60,40,5.75,scattered clouds
Cayenne,GF,4.9333,-52.3333,82.09,1,0,4.0,light rain
Tiarei,PF,-17.5333,-149.3333,84.22,69,4,12.97,clear sky
Mandalay,MM,21.9747,96.0836,80.69,69,72,10.18,broken clouds
Biga,TR,40.2281,27.2422,60.06,79,17,5.88,few clouds
Henderson,US,36.0397,-114.9819,98.98,9,0,5.75,clear sky
Ust-Kuyga,RU,70.0167,135.6,21.85,82,47,4.79,scattered clouds
Le Mars,US,42.7942,-96.1656,72.57,28,0,9.22,clear sky
Khajuraho,IN,24.85,79.9333,90.95,16,5,8.32,clear sky
Truth Or Consequences,US,33.1284,-107.2528,93.9,3,0,8.05,clear sky
Alekseyevsk,RU,57.8406,108.3492,57.72,51,14,1.28,few clouds
Walvis Bay,NA,-22.9575,14.5053,56.08,87,0,2.3,clear sky
Caraquet,CA,47.7941,-64.9386,52.34,77,49,4.27,scattered clouds
Takanabe,JP,32.1333,131.5,67.89,51,89,1.28,light rain
Arnedo,ES,42.2167,-2.1,56.7,81,61,3.96,broken clouds
Okhtyrka,UA,50.3104,34.8988,46.31,93,45,8.75,scattered clouds
Sondershausen,DE,51.3667,10.8667,53.71,87,9,2.21,clear sky
Nantucket,US,41.2835,-70.0995,62.02,97,100,8.05,fog
Pendencias,BR,-5.26,-36.7222,77.79,82,65,10.71,broken clouds
Rocha,UY,-34.4833,-54.3333,51.3,93,5,5.3,clear sky
Shache,CN,38.4167,77.2406,66.7,50,93,8.9,overcast clouds
Wanaka,NZ,-44.7,169.15,52.11,92,100,0.22,overcast clouds
Muyezerskiy,RU,63.9333,31.65,40.17,93,99,1.81,overcast clouds
Bagan,RU,54.1001,77.6646,60.35,58,100,6.96,overcast clouds
Chopda,IN,21.25,75.3,80.94,75,0,17.36,clear sky
Goure,NE,13.9835,10.2704,80.58,13,39,7.02,scattered clouds
Kudahuvadhoo,MV,2.6708,72.8944,83.32,74,100,17.27,overcast clouds
Grindavik,IS,63.8424,-22.4338,45.07,93,100,26.46,light intensity drizzle
Kungurtug,RU,50.5994,97.5228,49.95,31,25,0.83,scattered clouds
Pangai,TO,-19.8,-174.35,78.91,53,20,10.36,few clouds
Kamuli,UG,0.9472,33.1197,63.68,97,46,2.3,scattered clouds
Inta,RU,66.0317,60.1659,45.01,87,39,10.16,scattered clouds
Charters Towers,AU,-20.1,146.2667,74.01,45,0,4.12,clear sky
Sorland,NO,67.667,12.6934,42.66,90,37,24.9,scattered clouds
Talnakh,RU,69.4865,88.3972,35.38,100,100,5.77,overcast clouds
Yerbogachen,RU,61.2767,108.0108,56.14,54,15,3.38,few clouds
